Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
04/06/2004,16.00.00,2,7,1053,-200,13,3,1093,-200,873,-200,1749,924,26
04/06/2004,17.00.00,3,6,1116,-200,16,6,1198,-200,811,-200,1863,1045,28
04/06/2004,18.00.00,3,3,1097,-200,16,9,1206,-200,813,-200,1867,1088,26
04/06/2004,19.00.00,3,6,1116,-200,17,5,1226,-200,792,-200,1938,1038,25
04/06/2004,20.00.00,2,9,1057,-200,13,1,1087,-200,871,-200,1769,981,24
04/06/2004,21.00.00,1,9,973,-200,9,2,949,-200,987,-200,1615,820,23
04/06/2004,22.00.00,2,1016,-200,10,0,977,-200,951,-200,1652,948,22,4
04/06/2004,23.00.00,2,9,1120,-200,13,1,1088,-200,849,-200,1785,1067,21
05/06/2004,00.00.00,2,7,1076,-200,12,9,1080,-200,846,-200,1787,1070,21
05/06/2004,01.00.00,1,5,937,-200,7,8,890,-200,970,-200,1625,877,20
05/06/2004,02.00.00,1,6,980,-200,9,2,948,-200,888,-200,1702,1028,19
05/06/2004,03.00.00,1,3,937,-200,6,9,853,-200,962,-200,1604,969,19
05/06/2004,04.00.00,0,7,852,-200,4,5,739,37,1095,63,1525,837,19
05/06/2004,05.00.00,0,7,858,-200,4,9,757,57,1066,71,1542,904,19
05/06/2004,06.00.00,1,2,963,-200,7,9,894,131,942,91,1702,1065,19
05/06/2004,07.00.00,1,5,966,-200,7,4,874,171,969,95,1682,999,19
05/06/2004,08.00.00,1,5,983,-200,8,0,901,187,954,96,1691,986,20
05/06/2004,09.00.00,1,6,990,-200,7,6,881,133,985,81,1685,874,22
05/06/2004,10.00.00,1,1,891,-200,5,3,780,87,1110,68,1543,689,24
05/06/2004,11.00.00,1,1,883,-200,5,3,778,61,1130,57,1545,608,25
05/06/2004,12.00.00,1,4,914,-200,8,0,900,86,1010,68,1596,706,30
05/06/2004,13.00.00,1,4,896,-200,8,4,917,83,1017,72,1577,704,30
05/06/2004,14.00.00,1,841,-200,6,0,811,61,1135,62,1463,609,30,1
05/06/2004,15.00.00,1,3,926,-200,7,3,868,80,1048,75,1599,687,27
05/06/2004,16.00.00,1,9,1133,-200,10,2,984,110,838,92,1897,976,26
05/06/2004,17.00.00,1,7,1042,-200,9,0,939,108,917,89,1744,860,30
05/06/2004,18.00.00,2,3,1124,-200,14,0,1118,134,793,105,1915,1021,27
05/06/2004,19.00.00,2,4,1157,-200,16,1,1183,133,738,111,1970,1079,26
05/06/2004,20.00.00,1,8,989,-200,8,2,906,118,954,102,1681,826,23
05/06/2004,21.00.00,0,6,841,-200,3,8,699,17,1123,30,1508,558,23
05/06/2004,22.00.00,0,8,916,-200,5,6,791,26,1007,43,1588,679,22
05/06/2004,23.00.00,1,7,1008,-200,8,0,900,55,907,67,1681,850,21
06/06/2004,00.00.00,1,1,895,-200,5,6,792,39,975,58,1574,733,21
06/06/2004,01.00.00,0,6,810,-200,3,8,702,15,1093,24,1529,612,21
06/06/2004,02.00.00,1,1,968,-200,6,6,840,47,891,58,1727,788,17
06/06/2004,03.00.00,1,1,922,-200,7,0,859,-200,871,-200,1739,728,17
06/06/2004,04.00.00,1,892,-200,5,2,773,49,926,62,1660,724,17,1
06/06/2004,05.00.00,0,5,806,-200,2,4,615,21,1172,34,1525,543,16
06/06/2004,06.00.00,0,7,827,-200,3,1,659,33,1115,46,1552,616,16
06/06/2004,07.00.00,1,881,-200,5,2,776,63,1037,62,1623,677,18,3
06/06/2004,08.00.00,1,2,877,-200,5,9,808,73,1011,70,1614,723,20
06/06/2004,09.00.00,0,7,784,-200,2,8,638,51,1314,54,1412,529,21
06/06/2004,10.00.00,0,9,806,-200,3,4,675,61,1270,61,1414,528,23
06/06/2004,11.00.00,0,8,775,-200,3,0,653,52,1349,53,1365,491,25
06/06/2004,12.00.00,0,8,773,-200,3,4,676,49,1331,49,1374,489,26
06/06/2004,13.00.00,0,5,734,-200,2,3,603,40,1471,48,1303,450,25
06/06/2004,14.00.00,0,5,757,-200,2,7,635,36,1445,45,1345,451,27
06/06/2004,15.00.00,0,7,817,-200,3,6,688,51,1299,60,1435,512,23
06/06/2004,16.00.00,0,9,815,-200,4,2,720,56,1225,59,1418,525,25
06/06/2004,17.00.00,1,844,-200,4,9,757,71,1186,67,1445,556,26,3
06/06/2004,18.00.00,1,2,880,-200,5,9,807,79,1123,72,1510,599,23
06/06/2004,19.00.00,1,3,906,-200,6,6,838,117,1084,88,1547,694,23
06/06/2004,20.00.00,1,6,904,-200,7,6,882,127,1048,94,1549,744,22
06/06/2004,21.00.00,1,4,877,-200,7,0,858,118,1080,89,1535,724,21
06/06/2004,22.00.00,1,7,918,-200,7,5,879,130,1030,96,1569,804,20
06/06/2004,23.00.00,1,7,930,-200,8,4,914,131,991,98,1631,862,20
07/06/2004,00.00.00,1,4,870,-200,7,0,858,102,1061,95,1557,811,19
07/06/2004,01.00.00,0,8,793,-200,3,9,703,48,1222,64,1439,627,18
07/06/2004,02.00.00,0,4,760,-200,2,6,626,22,1263,38,1386,575,17
07/06/2004,03.00.00,0,3,733,-200,2,0,588,-200,1281,-200,1394,589,18
07/06/2004,04.00.00,-200,726,-200,2,1,591,22,1263,34,1386,579,17,2
07/06/2004,05.00.00,0,5,732,-200,2,4,613,44,1273,40,1413,605,18
07/06/2004,06.00.00,1,5,933,-200,9,6,962,167,867,76,1705,974,17
07/06/2004,07.00.00,2,6,1061,-200,15,4,1162,220,777,90,1898,1132,19
07/06/2004,08.00.00,4,3,1201,-200,25,0,1428,285,664,118,2249,1378,21
07/06/2004,09.00.00,3,1,1065,-200,15,1,1151,272,801,118,1894,1160,23
07/06/2004,10.00.00,2,9,1075,-200,17,4,1222,238,774,122,1943,1213,28
07/06/2004,11.00.00,2,5,998,-200,14,1,1119,207,832,120,1780,1057,31
07/06/2004,12.00.00,1,9,922,-200,11,8,1042,152,887,132,1744,832,31
07/06/2004,13.00.00,2,5,1023,-200,14,9,1147,185,829,115,1842,983,34
07/06/2004,14.00.00,2,5,1039,-200,16,0,1180,184,833,127,1815,1047,33
07/06/2004,15.00.00,2,8,1054,-200,16,5,1195,205,815,126,1848,1078,35
07/06/2004,16.00.00,2,3,1022,-200,15,2,1155,172,871,113,1840,979,34
07/06/2004,17.00.00,3,3,1082,-200,18,9,1266,227,788,124,1910,1139,33
07/06/2004,18.00.00,2,8,1056,-200,19,0,1268,187,786,108,1896,1111,30
07/06/2004,19.00.00,4,8,1243,-200,28,9,1524,290,647,142,2281,1470,30
07/06/2004,20.00.00,2,5,1029,-200,13,4,1097,155,825,125,1827,980,27
07/06/2004,21.00.00,2,1004,-200,10,9,1011,108,867,116,1754,893,24,6
07/06/2004,22.00.00,1,8,979,-200,8,9,937,94,919,101,1683,858,23
07/06/2004,23.00.00,1,7,972,-200,8,5,919,103,934,101,1668,904,22
08/06/2004,00.00.00,1,3,942,-200,6,7,846,78,980,92,1615,905,21
08/06/2004,01.00.00,0,7,825,-200,4,2,720,38,1129,55,1511,678,21
08/06/2004,02.00.00,0,5,780,-200,2,5,621,26,1277,42,1452,586,20
08/06/2004,03.00.00,0,4,746,-200,1,7,565,-200,1369,-200,1423,608,20
08/06/2004,04.00.00,0,3,734,-200,1,4,538,19,1449,30,1400,514,21
08/06/2004,05.00.00,0,5,785,-200,2,8,640,35,1265,40,1467,588,19
08/06/2004,06.00.00,1,4,946,-200,8,8,931,126,917,69,1745,884,18
08/06/2004,07.00.00,3,3,1201,-200,19,4,1279,309,683,100,2144,1338,19
08/06/2004,08.00.00,5,8,1377,-200,36,1,1688,376,525,125,2746,1708,21
08/06/2004,09.00.00,5,1346,-200,27,1,1481,441,602,174,2367,1681,23,9
08/06/2004,10.00.00,3,5,1230,-200,19,0,1268,309,698,171,2049,1509,28
08/06/2004,11.00.00,2,9,1160,-200,16,9,1208,220,728,149,1925,1330,31
08/06/2004,12.00.00,2,5,1146,-200,15,7,1171,168,761,124,1902,1138,33
08/06/2004,13.00.00,2,3,1078,-200,14,1,1121,149,818,119,1806,963,35
08/06/2004,14.00.00,2,4,1111,-200,16,5,1194,160,794,130,1875,1015,37
08/06/2004,15.00.00,2,6,1083,-200,14,8,1141,177,825,143,1793,1008,37
08/06/2004,16.00.00,2,2,1056,-200,13,0,1083,-200,865,-200,1723,898,37
08/06/2004,17.00.00,3,5,1220,-200,21,4,1334,176,695,183,2066,1215,36
08/06/2004,18.00.00,3,9,1268,-200,23,6,1393,202,650,161,2144,1334,32
08/06/2004,19.00.00,4,5,1256,-200,25,0,1430,255,660,170,2151,1380,30
08/06/2004,20.00.00,3,8,1213,-200,21,6,1341,210,683,143,2090,1601,28
08/06/2004,21.00.00,2,8,1145,-200,15,7,1170,157,751,123,1894,1376,26
08/06/2004,22.00.00,1,7,1050,-200,10,9,1011,96,836,89,1739,1161,25
08/06/2004,23.00.00,1,2,972,-200,8,1,902,59,933,67,1647,878,24
09/06/2004,00.00.00,1,6,1020,-200,10,2,984,81,853,81,1753,1031,23
09/06/2004,01.00.00,1,934,-200,7,5,878,40,940,54,1644,847,22,5
09/06/2004,02.00.00,0,9,914,-200,5,8,801,42,965,57,1609,908,22
09/06/2004,03.00.00,0,5,824,-200,3,8,698,-200,1107,-200,1517,733,22
09/06/2004,04.00.00,0,5,817,-200,3,3,672,31,1113,51,1501,751,20
09/06/2004,05.00.00,0,5,833,-200,4,0,708,54,1084,58,1525,799,20
09/06/2004,06.00.00,1,935,-200,8,1,905,88,899,69,1675,954,20,5
09/06/2004,07.00.00,3,5,1297,-200,22,3,1359,261,630,107,2214,1425,21
09/06/2004,08.00.00,6,4,1496,-200,36,9,1705,357,507,151,2691,2147,23
09/06/2004,09.00.00,2,9,1201,-200,17,5,1224,265,701,146,1987,1532,25
09/06/2004,10.00.00,3,4,1267,-200,19,3,1276,247,676,165,2059,1570,30
09/06/2004,11.00.00,2,8,1224,-200,17,6,1228,189,711,159,1972,1380,34
09/06/2004,12.00.00,2,8,1247,-200,18,6,1257,168,701,174,2000,1337,37
09/06/2004,13.00.00,2,8,1183,-200,18,0,1241,183,721,167,1937,1308,39
09/06/2004,14.00.00,2,3,1078,-200,14,0,1116,157,815,137,1761,1013,40
09/06/2004,15.00.00,1,8,1076,-200,10,9,1012,113,894,116,1665,816,40
09/06/2004,16.00.00,2,1052,-200,11,1,1019,140,896,125,1610,836,40,3
09/06/2004,17.00.00,3,5,1287,-200,21,6,1340,230,699,194,2008,1267,39
09/06/2004,18.00.00,4,9,1460,-200,27,6,1493,277,586,222,2288,1649,37
09/06/2004,19.00.00,4,6,1357,-200,25,6,1445,295,620,206,2195,1622,33
09/06/2004,20.00.00,3,4,1234,-200,18,6,1257,212,695,162,2019,1349,30
09/06/2004,21.00.00,2,7,1151,-200,15,2,1154,151,747,132,1894,1186,28
09/06/2004,22.00.00,1,9,1065,-200,11,7,1038,110,805,107,1763,1026,26
09/06/2004,23.00.00,1,5,984,-200,8,7,929,83,917,84,1654,817,25
10/06/2004,00.00.00,1,938,-200,7,6,881,48,956,61,1607,662,24,1
10/06/2004,01.00.00,0,7,878,-200,5,2,774,27,1065,42,1527,552,23
10/06/2004,02.00.00,1,919,-200,5,9,807,48,967,66,1598,775,22,0
10/06/2004,03.00.00,0,6,836,-200,4,0,709,-200,1085,-200,1498,646,20
10/06/2004,04.00.00,-200,814,-200,3,3,673,33,1138,50,1488,647,20,1
10/06/2004,05.00.00,0,9,872,-200,5,4,782,75,1001,76,1607,874,19
10/06/2004,06.00.00,1,2,949,-200,8,7,929,101,887,78,1711,973,20
10/06/2004,07.00.00,2,9,1227,-200,19,9,1292,214,661,104,2087,1327,21
10/06/2004,08.00.00,4,8,1360,-200,30,4,1561,290,545,139,2525,1626,23
10/06/2004,09.00.00,4,3,1318,-200,24,6,1420,311,586,166,2316,1640,25
10/06/2004,10.00.00,3,1,1196,-200,16,9,1208,234,705,151,1981,1341,30
10/06/2004,11.00.00,2,4,1152,-200,13,6,1102,157,770,134,1868,1113,33
10/06/2004,12.00.00,2,8,1220,-200,15,3,1157,165,715,148,1935,1224,35
10/06/2004,13.00.00,2,5,1182,-200,14,1,1120,137,735,126,1893,1095,37
10/06/2004,14.00.00,2,6,1167,-200,17,0,1210,149,719,144,1944,1152,39
10/06/2004,15.00.00,2,3,1142,-200,13,8,1109,140,782,133,1789,1047,40
10/06/2004,16.00.00,2,4,1157,-200,13,6,1105,139,779,139,1792,982,40
10/06/2004,17.00.00,3,5,1274,-200,21,2,1329,221,670,178,2054,1320,38
10/06/2004,18.00.00,4,8,1372,-200,25,9,1451,318,631,206,2183,1541,35
10/06/2004,19.00.00,5,1,1373,-200,25,4,1440,363,635,211,2183,1510,33
10/06/2004,20.00.00,4,7,1290,-200,23,6,1393,341,655,180,2146,1511,30
10/06/2004,21.00.00,2,4,1056,-200,12,0,1051,163,826,116,1758,1078,27
10/06/2004,22.00.00,2,5,1116,-200,14,2,1123,157,768,118,1826,1235,26
10/06/2004,23.00.00,2,7,1106,-200,14,2,1122,202,783,115,1813,1202,25
11/06/2004,00.00.00,1,5,1018,-200,10,4,992,102,839,96,1710,1103,24
11/06/2004,01.00.00,1,1,919,-200,7,5,880,70,915,86,1628,1013,24
11/06/2004,02.00.00,0,6,807,-200,3,5,681,41,1092,65,1435,765,24
11/06/2004,03.00.00,0,5,787,-200,2,5,620,-200,1176,-200,1403,618,22
11/06/2004,04.00.00,0,4,789,-200,2,6,623,36,1146,53,1407,663,22
11/06/2004,05.00.00,0,6,825,-200,4,0,709,68,1050,74,1491,813,19
11/06/2004,06.00.00,1,912,-200,7,0,858,92,923,69,1608,894,19,8
11/06/2004,07.00.00,4,6,1339,-200,24,8,1425,332,595,131,2264,1495,20
11/06/2004,08.00.00,4,8,1355,-200,28,9,1526,333,567,134,2397,1658,22
11/06/2004,09.00.00,4,1250,-200,21,5,1336,298,632,148,2104,1506,25,6
11/06/2004,10.00.00,-200,1105,-200,12,9,1079,-200,788,-200,1774,1168,30,0
11/06/2004,11.00.00,2,1076,-200,12,2,1055,146,817,-200,1734,993,34,4
11/06/2004,12.00.00,2,1096,-200,13,1,1087,120,801,111,1759,910,35,9
11/06/2004,13.00.00,2,1093,-200,13,3,1094,108,797,110,1769,912,37,2
11/06/2004,14.00.00,1,9,1027,-200,12,5,1066,109,837,110,1689,814,37
11/06/2004,15.00.00,1,9,1026,-200,13,0,1085,124,848,116,1654,1341,37
11/06/2004,16.00.00,1,9,1015,-200,12,3,1062,127,877,120,1668,847,36
11/06/2004,17.00.00,2,6,1028,-200,15,2,1155,185,832,142,1691,925,35
11/06/2004,18.00.00,3,2,1074,-200,19,1,1270,230,776,146,1833,1087,34
11/06/2004,19.00.00,3,4,1124,-200,19,7,1289,265,765,153,1863,1132,31
11/06/2004,20.00.00,3,4,1111,-200,18,6,1256,261,765,158,1851,1197,29
11/06/2004,21.00.00,2,9,1062,-200,16,1,1183,219,794,140,1731,1229,27
11/06/2004,22.00.00,2,7,1072,-200,15,0,1148,180,805,127,1683,1171,25
11/06/2004,23.00.00,1,3,936,-200,7,3,871,108,990,97,1430,921,24
12/06/2004,00.00.00,1,3,988,-200,8,9,937,98,894,91,1543,1008,23
12/06/2004,01.00.00,0,9,924,-200,6,6,839,57,957,68,1453,849,23
12/06/2004,02.00.00,0,6,839,-200,4,3,725,36,1052,52,1368,668,24
12/06/2004,03.00.00,0,5,826,-200,3,2,666,-200,1109,-200,1349,641,22
12/06/2004,04.00.00,0,5,853,-200,4,1,716,45,1047,58,1414,707,20
12/06/2004,05.00.00,0,9,918,-200,6,0,810,87,936,78,1524,939,18
12/06/2004,06.00.00,0,7,890,-200,5,6,791,62,950,61,1489,886,19
12/06/2004,07.00.00,0,6,865,-200,4,8,752,65,996,64,1451,837,21
12/06/2004,08.00.00,1,3,1003,-200,8,9,937,125,850,81,1622,1005,21
12/06/2004,09.00.00,1,9,1123,-200,13,1,1088,157,746,92,1789,1191,24
12/06/2004,10.00.00,2,1,1146,-200,14,1,1119,171,746,101,1823,1200,27
12/06/2004,11.00.00,1,8,1110,-200,11,2,1021,119,820,96,1724,971,32
12/06/2004,12.00.00,1,8,1126,-200,10,0,979,110,849,101,1700,907,31
12/06/2004,13.00.00,1,6,1067,-200,9,6,962,95,860,91,1658,802,35
12/06/2004,14.00.00,1,2,1008,-200,7,2,866,58,937,68,1573,695,36
12/06/2004,15.00.00,1,2,1062,-200,8,6,924,69,892,76,1683,777,37
12/06/2004,16.00.00,1,4,1082,-200,9,0,939,76,869,84,1678,818,36
12/06/2004,17.00.00,1,3,1042,-200,7,9,897,63,901,76,1605,681,35
12/06/2004,18.00.00,1,1,1022,-200,6,2,823,51,964,61,1599,631,32
12/06/2004,19.00.00,1,1,1024,-200,6,3,828,46,936,52,1601,641,29
12/06/2004,20.00.00,1,1,1048,-200,6,3,828,52,922,59,1618,683,26
12/06/2004,21.00.00,1,8,1153,-200,11,2,1022,84,765,89,1806,1013,26
12/06/2004,22.00.00,2,3,1195,-200,12,8,1077,130,731,113,1860,1151,25
12/06/2004,23.00.00,2,6,1245,-200,13,2,1091,147,734,112,1870,1134,24
13/06/2004,00.00.00,2,1086,-200,9,2,946,126,847,89,1729,945,25,2
13/06/2004,01.00.00,1,972,-200,5,8,804,47,955,53,1620,734,25,4
13/06/2004,02.00.00,0,6,880,-200,3,4,677,24,1109,36,1500,554,26
13/06/2004,03.00.00,0,6,906,-200,4,1,719,-200,1050,-200,1561,612,24
13/06/2004,04.00.00,0,5,879,-200,3,1,658,25,1121,39,1511,564,24
13/06/2004,05.00.00,0,4,842,-200,2,2,597,21,1237,33,1444,512,23
13/06/2004,06.00.00,0,4,797,-200,1,5,543,25,1466,37,1347,410,21
13/06/2004,07.00.00,0,4,796,-200,1,3,526,25,1534,36,1322,392,21
13/06/2004,08.00.00,0,4,767,-200,1,2,520,30,1526,42,1287,377,20
13/06/2004,09.00.00,0,5,784,-200,1,7,562,42,1460,52,1286,389,20
13/06/2004,10.00.00,0,6,811,-200,2,5,622,52,1315,60,1307,432,22
13/06/2004,11.00.00,0,7,838,-200,2,5,620,62,1292,74,1325,502,21
13/06/2004,12.00.00,0,7,821,-200,2,7,632,67,1295,65,1302,469,24
13/06/2004,13.00.00,0,6,793,-200,1,9,579,47,1380,52,1303,427,23
13/06/2004,14.00.00,0,5,794,-200,1,8,567,35,1426,40,1306,406,23
13/06/2004,15.00.00,0,6,821,-200,2,4,614,45,1309,49,1350,430,22
13/06/2004,16.00.00,0,8,849,-200,2,6,628,53,1274,56,1379,453,22
13/06/2004,17.00.00,0,8,852,-200,3,0,651,57,1246,59,1387,470,21
13/06/2004,18.00.00,1,847,-200,2,9,645,71,1245,68,1364,480,20,7
13/06/2004,19.00.00,1,849,-200,3,5,682,67,1215,72,1378,472,20,3
13/06/2004,20.00.00,1,865,-200,3,6,687,75,1191,78,1388,521,20,3
13/06/2004,21.00.00,0,9,848,-200,3,6,689,65,1180,71,1403,520,20
13/06/2004,22.00.00,0,7,807,-200,2,3,606,45,1340,54,1337,440,19
13/06/2004,23.00.00,0,8,814,-200,2,6,627,46,1305,57,1351,446,19
14/06/2004,00.00.00,0,7,785,-200,2,0,582,33,1377,45,1311,417,19
14/06/2004,01.00.00,0,5,748,-200,1,2,515,19,1580,30,1261,381,19
14/06/2004,02.00.00,0,3,716,-200,0,7,461,9,1795,16,1235,350,19
14/06/2004,03.00.00,0,3,708,-200,0,5,437,-200,1941,-200,1227,334,19
14/06/2004,04.00.00,-200,724,-200,0,5,448,12,1917,18,1256,346,19,1
14/06/2004,05.00.00,0,3,748,-200,0,8,477,21,1703,28,1301,380,19
14/06/2004,06.00.00,0,7,888,-200,3,5,683,66,1196,62,1483,563,20
14/06/2004,07.00.00,1,5,973,-200,7,0,858,137,941,92,1584,779,21
14/06/2004,08.00.00,1,8,993,-200,8,7,927,151,886,96,1665,842,21
14/06/2004,09.00.00,1,4,929,-200,6,3,825,115,992,87,1561,692,22
14/06/2004,10.00.00,1,5,962,-200,7,0,858,118,941,84,1613,779,24
14/06/2004,11.00.00,1,2,906,-200,5,5,786,95,1026,73,1538,633,23
14/06/2004,12.00.00,1,2,915,-200,5,3,776,86,1029,72,1544,616,25
14/06/2004,13.00.00,1,3,928,-200,5,5,787,85,1012,68,1585,606,25
14/06/2004,14.00.00,1,855,-200,3,8,698,66,1134,62,1449,526,25,6
14/06/2004,15.00.00,1,4,920,-200,5,4,783,74,1046,70,1550,588,24
14/06/2004,16.00.00,1,6,917,-200,6,7,842,108,985,83,1563,674,23
14/06/2004,17.00.00,2,7,1072,-200,12,2,1057,150,812,92,1820,885,24
14/06/2004,18.00.00,2,3,1000,-200,10,2,985,157,846,103,1726,879,23
14/06/2004,19.00.00,1,5,914,-200,6,7,845,93,972,82,1583,703,22
14/06/2004,20.00.00,1,4,888,-200,5,7,799,76,1023,74,1531,637,21
14/06/2004,21.00.00,1,851,-200,4,1,718,57,1134,67,1471,561,22,0
14/06/2004,22.00.00,1,1,870,-200,4,7,749,64,1096,74,1487,612,22
14/06/2004,23.00.00,1,2,883,-200,5,2,773,59,1062,72,1514,621,21
15/06/2004,00.00.00,1,2,886,-200,5,1,767,68,1055,79,1532,702,21
15/06/2004,01.00.00,0,7,792,-200,2,8,637,31,1249,43,1400,559,21
15/06/2004,02.00.00,0,5,754,-200,1,4,535,21,1490,33,1335,435,20
15/06/2004,03.00.00,0,4,732,-200,1,0,503,-200,1525,-200,1321,441,21
15/06/2004,04.00.00,0,4,770,-200,2,0,586,24,1326,38,1392,527,20
15/06/2004,05.00.00,0,5,797,-200,3,0,654,38,1097,51,1450,720,20
15/06/2004,06.00.00,1,915,-200,7,5,877,92,897,69,1651,937,19,9
15/06/2004,07.00.00,4,4,1287,-200,24,7,1423,311,610,116,2319,1482,20
15/06/2004,08.00.00,4,1195,-200,24,8,1424,260,609,119,2244,1489,23,7
15/06/2004,09.00.00,2,4,1003,-200,10,9,1009,181,823,96,1710,1015,25
15/06/2004,10.00.00,2,1,1037,-200,11,9,1046,177,838,109,1763,1004,28
15/06/2004,11.00.00,2,7,1114,-200,16,0,1181,180,747,115,1928,1129,30
15/06/2004,12.00.00,2,8,1085,-200,15,7,1171,174,767,118,1863,1068,32
15/06/2004,13.00.00,2,3,1024,-200,13,1,1087,140,824,118,1745,924,33
15/06/2004,14.00.00,2,1017,-200,12,2,1057,122,859,112,1698,861,35,3
15/06/2004,15.00.00,2,6,1053,-200,15,8,1173,189,785,140,1808,981,34
15/06/2004,16.00.00,2,7,1065,-200,16,6,1198,169,766,137,1852,1043,35
15/06/2004,17.00.00,3,1,1136,-200,18,4,1250,172,722,143,1940,1124,32
15/06/2004,18.00.00,3,1,1100,-200,16,7,1202,154,732,148,1856,1004,30
15/06/2004,19.00.00,3,6,1143,-200,20,8,1319,192,673,158,2001,1190,28
15/06/2004,20.00.00,2,9,1083,-200,15,3,1157,160,742,127,1884,1072,26
15/06/2004,21.00.00,2,2,1009,-200,11,5,1034,110,806,109,1763,925,25
15/06/2004,22.00.00,2,969,-200,10,1,983,97,853,101,1680,862,23,9
15/06/2004,23.00.00,2,1,1029,-200,10,4,993,124,816,114,1728,969,23
16/06/2004,00.00.00,1,9,1064,-200,9,4,956,108,812,104,1770,932,22
16/06/2004,01.00.00,1,4,986,-200,6,9,853,61,865,81,1645,794,20
16/06/2004,02.00.00,0,8,872,-200,4,0,709,34,1034,51,1522,599,21
16/06/2004,03.00.00,0,6,840,-200,3,0,654,-200,1124,-200,1489,614,20
16/06/2004,04.00.00,0,6,812,-200,2,6,626,24,1134,40,1471,625,20
16/06/2004,05.00.00,0,5,810,-200,2,4,612,27,1163,34,1462,595,21
16/06/2004,06.00.00,1,936,-200,6,8,849,70,882,61,1640,886,20,6
16/06/2004,07.00.00,2,7,1244,-200,18,9,1265,176,640,95,2084,1257,21
16/06/2004,08.00.00,5,1440,-200,30,2,1556,310,517,142,2530,1561,22,9
16/06/2004,09.00.00,3,3,1180,-200,14,9,1145,221,713,128,1929,1191,24
16/06/2004,10.00.00,2,4,1126,-200,12,2,1058,168,765,115,1879,1061,27
16/06/2004,11.00.00,1,7,1005,-200,8,3,910,109,881,84,1670,751,28
16/06/2004,12.00.00,1,7,1032,-200,9,0,940,102,862,85,1703,733,30
16/06/2004,13.00.00,2,4,1087,-200,13,7,1106,129,755,110,1839,906,32
16/06/2004,14.00.00,2,2,1090,-200,14,1,1119,117,756,107,1811,902,32
16/06/2004,15.00.00,2,2,1072,-200,12,0,1050,112,802,107,1748,836,33
16/06/2004,16.00.00,2,3,1101,-200,12,2,1057,122,797,113,1772,863,33
16/06/2004,17.00.00,2,6,1111,-200,13,1,1086,114,787,107,1802,824,33
16/06/2004,18.00.00,2,3,1048,-200,12,6,1070,111,807,106,1737,842,31
16/06/2004,19.00.00,3,3,1197,-200,18,3,1249,158,698,125,1986,1132,28
16/06/2004,20.00.00,3,5,1173,-200,17,2,1217,202,695,139,1930,1175,26
16/06/2004,21.00.00,2,5,1075,-200,12,9,1079,166,764,117,1798,1111,24
16/06/2004,22.00.00,2,5,1067,-200,13,7,1106,143,745,107,1840,1125,23
16/06/2004,23.00.00,2,4,1060,-200,13,4,1099,122,742,98,1838,1077,22
17/06/2004,00.00.00,2,5,1081,-200,13,5,1099,113,749,97,1854,1087,21
17/06/2004,01.00.00,2,1,1017,-200,9,9,975,109,822,95,1722,1014,20
17/06/2004,02.00.00,1,836,-200,4,4,734,53,1035,68,1501,801,20,8
17/06/2004,03.00.00,0,8,831,-200,4,3,727,-200,1038,-200,1522,802,19
17/06/2004,04.00.00,-200,804,-200,3,3,668,32,1102,51,1479,753,18,8
17/06/2004,05.00.00,0,5,798,-200,3,4,677,35,1092,44,1473,696,20
17/06/2004,06.00.00,1,3,966,-200,9,3,951,123,812,77,1735,996,18
17/06/2004,07.00.00,3,6,1277,-200,23,4,1388,254,611,100,2241,1513,20
17/06/2004,08.00.00,4,8,1335,-200,27,7,1496,300,562,125,2385,1598,21
17/06/2004,09.00.00,3,7,1297,-200,22,1,1353,281,588,154,2128,1690,25
17/06/2004,10.00.00,1,9,1041,-200,10,0,979,169,837,125,1705,1053,28
17/06/2004,11.00.00,1,7,1027,-200,8,9,936,152,867,117,1696,931,27
17/06/2004,12.00.00,1,9,1037,-200,9,8,969,127,841,105,1728,865,27
17/06/2004,13.00.00,1,8,1014,-200,9,4,954,118,865,103,1697,818,29
17/06/2004,14.00.00,1,7,1007,-200,9,8,971,120,866,106,1682,802,31
17/06/2004,15.00.00,1,8,998,-200,9,5,958,125,881,107,1657,778,31
17/06/2004,16.00.00,1,7,1014,-200,9,5,958,117,878,102,1684,767,30
17/06/2004,17.00.00,2,8,1157,-200,15,4,1160,166,738,124,1936,1000,31
17/06/2004,18.00.00,3,6,1225,-200,19,4,1281,180,683,133,2082,1143,30
17/06/2004,19.00.00,3,3,1131,-200,16,5,1194,172,726,125,1907,1009,29
17/06/2004,20.00.00,2,9,1111,-200,14,3,1126,160,754,124,1883,1076,27
17/06/2004,21.00.00,1,7,976,-200,8,2,909,103,878,97,1675,830,25
17/06/2004,22.00.00,1,7,1016,-200,8,7,929,87,868,94,1724,853,25
17/06/2004,23.00.00,2,8,1177,-200,15,2,1156,147,684,120,1983,1310,24
18/06/2004,00.00.00,1,8,1013,-200,10,6,999,120,791,105,1751,1119,24
18/06/2004,01.00.00,1,886,-200,6,0,813,63,936,81,1592,918,23,5
18/06/2004,02.00.00,0,5,791,-200,3,1,658,30,1140,43,1467,609,24
18/06/2004,03.00.00,0,4,762,-200,2,5,618,-200,1214,-200,1431,516,22
